ID_Country,Country,Employee_Pay_ST,Track,Level_Cat,Level,Effective_Start_DT,Effective_Ending_DT,Termination_Reason,Birth_DT,Edad,Marital_CD,Marital_ST,Gender,SBR_AMT,SCR_AMT,Region,Office,Area,Division,Department_CD,Department,Billiability,Technology,Business_Unit,Std_Hrs_Week,Prime_Skills_CD,Prime_Skills,2020,2019,Months_Worked,Level_Cat,Proportional_Days,Days_Taken,Vacation_Ratio,Number_Unique_Projects,Number_Unique_Project_Type,Abscence_Projects,Administrative_Functions,Awaiting_Projects,Billable_Projects,Corporate_Funded_Projects,Cost_Centers,Indirect_Cost_Centers,Internal_Investment_Projects,Internal_Programs,Proposals,Proposals_General,Training_Programs,Increase_2018_2019,Increase_2019_2020,Bonus_2018,Bonus_2019,Course_Viewed,Logs_Course_Viewed,Logs_Global_Campus,Media_hora_curso,Estado,Total_number_received_Feedback,Performance_feedback_AVG,Performance_Level_CD,Performance_Level,Potential_Level_CD,Potential_Level,Track_Code,TotalNumberOfficeEmployees
2,MX,Active,DEVELO,3,Experienced Consultant,07/02/2019,1/29/2021,Still Active,22/03/1964,56,2,M,0,49.9,14.2,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,18,3,9.03297,2,22.14111195,4,3,13.6,0,0,291.55,0,0,0,0,0,17,0,0,0,20,0,0,0,0,0,0,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,1,Analyst,07/04/2019,1/29/2021,Still Active,05/09/1996,24,1,S,0,26.7,7.6,14,33,7,37,15,S76,100,1,54,42.5,8,JIRA (ZEPHYR),1,0,18,1,8.98901,7,77.8728692,5,4,17.85,4.25,0,283.9,0,0,0,0,0,0,0,0,0,20,0,0,18,18.35995877,438,36,Activo,7,84.57,0,High,0,No Employee info,3,1441
2,MX,Active,DEVELO,3,Experienced Consultant,07/05/2019,1/29/2021,Still Active,05/10/1992,28,1,S,0,41.1,11.7,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,18,3,8.96703,4,44.6078579,4,3,16.15,0,0,286.45,0,0,0,0,0,12.75,0,0,0,20,0,0,4,10,59,8,Activo,5,92.4,1,Low,0,No Employee info,3,1441
2,MX,Active,SYINCO,3,Experienced Consultant,07/08/2019,1/29/2021,Still Active,12/06/1992,28,2,M,0,72.2,20.6,14,33,7,0,6,Other,100,1,55,42.5,20,SAP,1,0,18,3,8.9011,3,33.70369954,6,4,13.6,0,24.35,263.8,0,0,0,0,0,28.9,0,0,0,20,0,0,3,6,27,6,Activo,0,91.78924766,2,Medium,0,No Employee info,8,1441
2,MX,Active,DEVELO,2,Consultant,07/08/2019,1/29/2021,Still Active,29/05/1992,28,1,S,0,39.8,11.4,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,18,2,8.9011,2,22.46913303,5,3,13.6,0,0,288.15,0,0,0,0,0,0,0,0,0,20,0,0,0,19,19,0,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,3,Experienced Consultant,07/10/2019,1/29/2021,Still Active,07/08/1979,41,2,M,1,44.6,12.7,14,33,7,37,15,S76,100,1,54,42.5,13,Other,1,0,18,3,11.71429,3,25.60974673,4,3,13.6,0,1.7,288.15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,2,Consultant,07/11/2019,1/29/2021,Still Active,25/05/1996,24,3,C,1,32.6,9.3,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,18,2,8.83516,0,0,5,3,11.9,0,0,287.3,0,0,0,0,0,39.95,0,0,0,20,0,0,0,0,0,0,Activo,1,100,2,Medium,1,RISING TALENT,3,1441
2,MX,Active,DEVELO,2,Consultant,07/11/2019,1/29/2021,Still Active,10/01/1995,25,2,M,0,40.3,11.5,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,18,2,8.83516,5,56.59207077,4,3,11.9,0,0,287.3,0,0,0,0,0,27.2,0,0,0,20,0,0,1,3,22,2,Activo,2,86.5,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,1,Analyst,7/15/2019,1/29/2021,Still Active,30/11/1996,23,1,S,0,22.3,6.3,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,18,1,8.74725,2,22.86432879,8,4,15.3,0,34.85,226.95,0,0,0,0,0,0,17,0,0,20,0,0,8,27,125,16,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,2,Consultant,7/15/2019,1/29/2021,Still Active,23/03/1987,33,3,C,0,41.4,11.8,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,18,2,8.74725,0,0,4,3,11.9,0,0,285.6,0,0,0,0,0,25.5,0,0,0,20,0,0,1,1,30,2,Activo,0,91.78924766,2,Medium,1,RISING TALENT,3,1441
2,MX,Active,DEVELO,3,Experienced Consultant,7/15/2019,1/29/2021,Still Active,11/01/1980,40,2,M,0,49.9,14.2,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,18,3,8.74725,0,0,4,2,11.9,0,0,285.6,0,0,0,0,0,0,0,0,0,20,0,0,3.975264107,18.35995877,117.4011853,7.950528214,Activo,1,64,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,3,Experienced Consultant,7/15/2019,1/29/2021,Still Active,03/09/1983,37,2,M,0,55.6,15.8,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,18,3,8.74725,7,80.02515076,7,4,22.1,0,5.1,273.7,0,0,0,0,0,34,0,0,0,20,0,0,8,26,168,16,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,3,Experienced Consultant,7/15/2019,1/29/2021,Still Active,07/10/1986,34,1,S,1,48.1,13.7,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,18,3,8.74725,4,45.72865758,5,3,24.65,0,0,274.55,0,0,0,0,0,38.25,0,0,0,20,0,0,0,0,0,0,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,2,Consultant,7/15/2019,1/29/2021,Still Active,24/06/1992,28,1,S,0,40.3,11.5,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,18,2,14.74725,4,27.12370103,4,2,15.3,0,0,282.2,0,0,0,0,0,0,0,0,0,20,0,0,17,47,214,34,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,ARCHTC,5,Sr. Consultant,7/15/2019,1/29/2021,Still Active,14/12/1980,39,2,M,0,140,40,14,33,7,31,21,ZZ3,100,1,60,42.5,6,IT,1,0,18,5,8.74725,5,57.16082197,31,9,15.3,31.15,18.15,200.5,13.7,0,0,0.6,0,8.2,10.85,6.05,0,20,0,0,1,1,28,2,Activo,1,100,0,High,0,No Employee info,0,1441
2,MX,Active,DEVELO,5,Sr. Consultant,09/01/2020,1/29/2021,Still Active,26/02/1992,28,1,S,0,84.37,24.11,14,33,7,922,6,Other,100,1,54,42.5,13,Other,1,0,4,5,11.82263,2,16.91670973,7,4,11.9,0,16.4,213.1,0,0,0,0,0,39.95,0,0,0,20,0,0,0,0,0,0,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,1,Analyst,7/16/2019,1/29/2021,Still Active,05/01/1993,27,1,S,0,29.3,8.4,14,33,7,36,11,S64,100,1,54,42.5,13,Other,1,0,18,1,8.72527,0,0,4,3,11.9,0,0,284.75,0,0,0,0,0,24.65,0,0,0,20,0,0,20,18.35995877,489,40,Activo,1,79,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,2,Consultant,7/17/2019,1/29/2021,Still Active,11/12/1992,27,1,S,0,39.6,11.3,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,18,2,8.7033,0,0,4,3,16.15,0,0,279.65,0,0,0,0,0,23.8,0,0,0,20,0,0,0,0,0,0,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,2,Consultant,7/22/2019,1/29/2021,Still Active,16/10/1995,25,1,S,0,49.9,14.2,14,33,7,36,11,S64,100,1,54,42.5,13,Other,1,0,18,2,8.59341,6,69.82094419,5,3,17.85,0,0,272,0,0,0,0,0,21.25,0,0,0,20,0,0,7,26,151,14,Activo,0,91.78924766,2,Medium,1,RISING TALENT,3,1441
2,MX,Active,DEVELO,2,Consultant,7/22/2019,1/29/2021,Still Active,31/10/1993,27,1,S,0,36.3,10.3,14,33,7,36,11,S64,100,1,54,42.5,13,Other,1,0,18,2,8.59341,2,23.27364806,5,3,13.6,0,0,279.65,0,0,0,0,0,21.25,0,0,0,20,0,0,2,8,150,4,Activo,1,80,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,2,Consultant,7/22/2019,1/29/2021,Still Active,27/09/1995,25,3,C,0,35.4,10.1,14,33,7,36,11,S64,100,1,54,42.5,13,Other,1,0,18,2,8.59341,0,0,5,3,11.9,0,0,281.35,0,0,0,0,0,21.25,0,0,0,20,0,0,2,4,31,4,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,3,Experienced Consultant,7/22/2019,1/29/2021,Still Active,12/11/1989,31,1,S,0,61.9,17.7,14,33,7,36,11,S64,100,1,54,42.5,0,.NET DEVELOPER,1,0,18,3,14.59341,2,13.70481608,6,3,11.05,0,8.5,265.83,0,0,0,0,0,0,0,0,0,20,0,0,1,1,20,2,Activo,1,100,0,High,0,No Employee info,3,1441
2,MX,Active,DEVELO,1,Analyst,7/23/2019,1/29/2021,Still Active,09/07/1998,22,1,S,1,25.8,7.4,14,33,7,40,18,T45,100,1,55,42.5,20,SAP,1,0,18,1,18.8571,5,26.51521178,12,3,15.3,0,0,272.45,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4,0,Activo,3,97.67,2,Medium,1,RISING TALENT,3,1441
2,MX,Active,SYINCO,3,Experienced Consultant,7/29/2019,1/29/2021,Still Active,21/05/1994,26,1,S,0,61.9,17.6,15,33,7,33,9,S51,100,1,53,42.5,13,Other,1,0,18,3,8.43956,0,0,3,2,11.05,0,0,278.8,0,0,0,0,0,0,0,0,0,20,0,0,4,10,54,8,Activo,0,91.78924766,2,Medium,1,RISING TALENT,8,1441
2,MX,Active,DEVELO,2,Consultant,7/30/2019,1/29/2021,Still Active,02/04/1988,32,1,S,0,37,10.5,14,33,7,37,15,S76,100,1,54,42.5,8,JIRA (ZEPHYR),1,0,18,2,14.41758,3,20.80793032,5,3,13.6,0,45.05,232.05,0,0,0,0,0,0,0,0,0,20,0,0,12,18.35995877,475,24,Activo,5,94.4,2,Medium,0,No Employee info,3,1441
2,MX,Active,MNGSER,3,Experienced Consultant,08/01/2019,1/29/2021,Still Active,29/03/1990,30,1,S,0,73.5,21,14,33,24,35,7,S04,0,1,56,42.5,13,Other,1,0,17,3,16.74725,5,29.85564794,39,6,13.6,107.95,40.8,93.5,0,0,0,0,0,0.3,26.9,0,0,20,0,0,5,15,111,10,Activo,0,91.78924766,2,Medium,0,No Employee info,4,1441
2,MX,Active,DEVELO,4,Project / Technical Lead,08/01/2019,1/29/2021,Still Active,12/02/1976,44,1,S,0,116.4,33.2,14,33,7,37,15,S76,100,1,54,42.5,8,JIRA (ZEPHYR),1,0,17,4,8.37363,0,0,4,3,11.9,0,1.7,275.4,0,0,0,0,0,0,0,0,0,20,0,0,16,18.35995877,370,32,Activo,2.799536202,93.3,0,High,0,No Employee info,3,1441
2,MX,Active,CONSUL,1,Analyst,08/02/2019,1/29/2021,Still Active,30/01/1995,25,1,S,0,38.95,11.07,14,33,7,994,6,Other,100,1,63,42.5,22,USER EXPERIENCE DESIGNER (UX),1,0,17,1,8.35165,0,0,20,7,11.05,0,43.8,211.5,2.85,0,0,0.85,0,54.7,6.75,0,0,38,0,0,0,0,4,0,Activo,5,93.6,0,High,2,TOP TALENT,2,1441
2,MX,Active,DEVELO,3,Experienced Consultant,08/05/2019,1/29/2021,Still Active,06/08/1982,38,1,S,0,48.1,13.7,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,17,3,8.28571,0,0,4,3,11.9,0,0,298.35,0,0,0,0,0,38.25,0,0,0,20,0,0,23,18.35995877,287,46,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,2,Consultant,08/05/2019,1/29/2021,Still Active,07/11/1995,25,1,S,0,25.6,7.3,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,17,2,8.28571,0,0,5,3,11.9,0,0,272.85,0,0,0,0,0,25.5,0,0,0,85,0,0,19,18.35995877,117.4011853,38,Activo,1,77,2,Medium,1,RISING TALENT,3,1441
2,MX,Active,DEVELO,5,Sr. Consultant,08/05/2019,1/29/2021,Still Active,07/01/1984,36,1,S,1,49.9,14.2,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,17,5,8.28571,5,60.3448588,4,3,12.75,0,0,272,0,0,0,0,0,12.75,0,0,0,20,0,0,3,8,75,6,Activo,0,91.78924766,1,Low,0,No Employee info,3,1441
2,MX,Active,DEVELO,2,Consultant,08/05/2019,1/29/2021,Still Active,27/07/1985,35,4,D,0,39.8,11.4,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,17,2,8.28571,1,12.06897176,5,3,11.9,0,0,274.55,0,0,0,0,0,25.5,0,0,0,20,0,0,2,12,74,4,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,2,Consultant,08/05/2019,1/29/2021,Still Active,23/12/1991,28,1,S,0,40.3,11.5,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,17,2,8.28571,0,0,5,3,11.9,0,0,272.85,0,0,0,0,0,25.5,0,0,0,20,0,0,0,0,0,0,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,2,Consultant,08/05/2019,1/29/2021,Still Active,20/11/1990,29,3,C,0,40.5,11.5,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,17,2,8.28571,0,0,6,3,16.15,0,0,268.6,0,0,0,0,0,21.25,0,0,0,20,0,0,0,0,2,0,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,2,Consultant,08/05/2019,1/29/2021,Still Active,01/09/1993,27,1,S,0,44.2,12.6,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,17,2,8.28571,0,0,5,3,11.9,0,0,273.1,0,0,0,0,0,25.5,0,0,0,20,0,0,0,0,0,0,Activo,4,87.75,2,Medium,0,No Employee info,3,1441
2,MX,Active,CONSUL,5,Sr. Consultant,08/05/2019,1/29/2021,Still Active,03/08/1989,31,2,M,0,82.93,23.68,15,33,7,994,6,Other,100,1,63,42.5,22,USER EXPERIENCE DESIGNER (UX),1,0,17,5,8.28571,0,0,8,4,9.35,0.85,0,278.4,0,0,0,0,0,0,0,0,0,20,0,0,1,2,12,2,Activo,1,95,3,No Employee info,0,No Employee info,2,1441
2,MX,Active,MNGSER,5,Sr. Consultant,08/05/2019,1/29/2021,Still Active,15/03/1981,39,2,M,0,117.5,33.6,14,33,7,35,7,S04,100,1,56,42.5,20,SAP,1,0,17,5,26.28571,8,30.43478757,41,6,19.55,0,21.56,226.015,0,0,0,0,0,0.56,14.865,2.76,0,20,0,0,3,10,52,6,Activo,0,91.78924766,2,Medium,1,RISING TALENT,4,1441
2,MX,Active,DEVELO,3,Experienced Consultant,08/07/2019,1/29/2021,Still Active,15/06/1983,37,2,M,0,58.2,16.6,14,33,7,36,11,S64,100,1,54,42.5,13,Other,1,0,17,3,8.24176,0,0,5,3,11.9,0,1.7,272,0,0,0,0,0,0,0,0,0,20,0,0,2,30,149,4,Activo,4,98,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,1,Analyst,08/08/2019,1/29/2021,Still Active,10/12/1989,30,1,S,0,26.7,7.6,14,33,7,37,15,S76,100,1,54,42.5,8,JIRA (ZEPHYR),1,0,17,1,8.21978,3,36.49732718,4,3,11.9,0,0,272.85,0,0,0,0,0,0,0,0,0,20,0,0,12,18.35995877,337,24,Activo,12,91.75,2,Medium,1,RISING TALENT,3,1441
2,MX,Active,DEVELO,3,Experienced Consultant,08/08/2019,1/29/2021,Still Active,18/07/1980,40,2,M,0,70.5,20.1,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,17,3,8.21978,7,85.16043008,5,3,22.1,0,0,260.1,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,2,Consultant,08/08/2019,1/29/2021,Still Active,27/02/1994,26,1,S,0,39.6,11.3,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,17,2,10.43956,5,47.89473886,5,3,17,0,0,266.05,0,0,0,0,0,22.95,0,0,0,20,0,0,1,1,79,2,Activo,2,90,2,Medium,0,No Employee info,3,1441
2,MX,Active,SYINCO,5,Sr. Consultant,08/08/2019,1/29/2021,Still Active,27/04/1976,44,2,M,0,132.4,37.8,14,33,7,39,17,T25,100,1,55,42.5,20,SAP,1,0,17,5,8.21978,2,24.33155145,5,4,11.05,0.85,1.7,262.65,0,0,0,0,0,0,0,0,0,20,0,0,1,4,32,2,Activo,2,94.5,2,Medium,1,RISING TALENT,8,1441
2,MX,Active,SYINCO,5,Sr. Consultant,08/09/2019,1/29/2021,Still Active,13/12/1982,37,2,M,0,125.6,35.9,14,33,7,39,17,T25,100,1,55,42.5,20,SAP,1,0,17,5,8.1978,3,36.59518407,8,5,13.6,0,8.4,258.55,0,0,0,0,0,0,1.7,2.5,0,20,0,0,11,18.35995877,357,22,Activo,1,100,0,High,0,No Employee info,8,1441
2,MX,Active,DEVELO,4,Project / Technical Lead,08/12/2019,1/29/2021,Still Active,09/02/1966,54,1,S,1,116.4,33.2,15,33,7,40,18,T45,100,1,55,42.5,20,SAP,1,0,17,4,8.13187,6,73.78376683,4,2,11.05,0,0,270.3,0,0,0,0,0,0,0,0,0,20,0,0,0,31,31,0,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,SYINCO,5,Sr. Consultant,08/12/2019,1/29/2021,Still Active,05/01/1992,28,3,C,0,125.6,35.9,14,33,7,0,6,Other,100,1,55,42.5,20,SAP,1,0,17,5,8.13187,1,12.29729447,11,6,16.15,0,29.8,228.2,0,0,0,0,0,42.5,7.05,1,0,20,0,0,0,0,0,0,Activo,0,91.78924766,2,Medium,0,No Employee info,8,1441
2,MX,Active,DEVELO,2,Consultant,08/12/2019,1/29/2021,Still Active,11/11/1988,32,1,S,0,37.2,10.6,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,17,2,8.13187,0,0,5,3,11.9,0,0,268.6,0,0,0,0,0,21.25,0,0,0,20,0,0,28,18.35995877,117.4011853,7.950528214,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,1,Analyst,8/14/2019,1/29/2021,Still Active,09/01/1996,24,1,S,1,26.7,7.6,14,33,7,37,15,S76,100,1,54,42.5,8,JIRA (ZEPHYR),1,0,17,1,8.08791,7,86.54893539,4,3,14.45,0,0,266.9,0,0,0,0,0,0,0,0,0,20,0,0,13,18.35995877,453,26,Activo,7,93.86,0,High,0,No Employee info,3,1441
2,MX,Active,DEVELO,1,Analyst,8/14/2019,1/29/2021,Still Active,22/04/1995,25,1,S,1,26.7,7.6,14,33,7,37,15,S76,100,1,54,42.5,8,JIRA (ZEPHYR),1,0,17,1,20.08791,7,34.84683076,4,3,17.85,0,2.55,256.7,0,0,0,0,0,0,0,0,0,20,0,0,13,18.35995877,372,26,Activo,10,88.3,0,High,2,TOP TALENT,3,1441
2,MX,Active,DEVELO,1,Analyst,8/15/2019,1/29/2021,Still Active,15/08/1997,23,1,S,0,26.7,7.6,14,33,7,37,15,S76,100,1,54,42.5,8,JIRA (ZEPHYR),1,0,17,1,14.06593,5,35.54688528,4,3,17.85,0,0,262.65,0,0,0,0,0,0,0,0,0,20,0,0,14,18.35995877,480,28,Activo,8,91.5,0,High,0,No Employee info,3,1441
2,MX,Active,SYINCO,5,Sr. Consultant,8/19/2019,1/29/2021,Still Active,11/10/1992,28,1,S,0,120.4,34.4,15,33,7,0,6,Other,100,1,55,42.5,20,SAP,1,0,17,5,7.97802,3,37.60331511,7,4,11.05,11.9,0,254.15,0,0,0,0,0,11.9,0,0,0,20,0,0,4,9,38,8,Activo,6,99.33,2,Medium,0,No Employee info,8,1441
2,MX,Active,DEVELO,5,Sr. Consultant,8/26/2019,1/29/2021,Still Active,07/03/1979,41,1,S,0,113.8,32.5,15,33,7,36,11,S64,100,1,54,42.5,13,Other,1,0,17,5,7.82418,0,0,4,3,11.05,0,4.25,256.7,0,0,0,0,0,0,0,0,0,20,0,0,0,0,11,0,Activo,3,99.67,1,Low,0,No Employee info,3,1441
2,MX,Active,CONSUL,5,Sr. Consultant,8/27/2019,1/29/2021,Still Active,20/10/1989,31,1,S,0,96.5,27.5,15,33,7,0,6,Other,100,1,0,42.5,13,Other,1,0,17,5,7.8022,1,12.8168978,5,4,11.9,4.25,4.25,251.6,0,0,0,0,0,0,0,0,0,20,0,0,3,8,34,6,Activo,0,91.78924766,2,Medium,1,RISING TALENT,2,1441
2,MX,Active,DEVELO,3,Experienced Consultant,8/27/2019,1/29/2021,Still Active,25/11/1993,26,1,S,0,69.8,19.91,14,33,7,37,15,S76,100,1,54,42.5,8,JIRA (ZEPHYR),1,0,17,3,7.8022,4,51.26759119,4,4,14.45,14.45,9.35,244.8,0,0,0,0,0,0,0,0,0,82,0,0,1,1,4,2,Activo,2,99,2,Medium,0,No Employee info,3,1441
2,MX,Active,CONSUL,5,Sr. Consultant,8/27/2019,1/29/2021,Still Active,23/02/1989,31,1,S,0,61.9,17.6,15,33,7,0,6,Other,100,1,0,42.5,13,Other,1,0,17,5,7.8022,3,38.45069339,5,4,13.6,4.25,4.25,249.9,0,0,0,0,0,0,0,0,0,20,0,0,1,2,11,2,Activo,0,91.78924766,2,Medium,0,No Employee info,2,1441
2,MX,Active,SERMGT,5,Sr. Consultant,8/27/2019,1/29/2021,Still Active,28/03/1991,29,2,M,0,101.8,29.1,14,33,7,922,7,S04,100,1,56,42.5,17,PROJECT LEADER,1,0,17,5,7.8022,1,12.8168978,20,3,11.9,0,54.8,193.25,0,0,0,0,0,0,0,0,0,20,0,0,7,20,111,14,Activo,0,91.78924766,2,Medium,0,No Employee info,6,1441
2,MX,Active,SYINCO,5,Sr. Consultant,8/28/2019,1/29/2021,Still Active,09/12/1982,37,2,M,0,93.2,26.6,14,33,7,41,19,T57,100,1,62,42.5,20,SAP,1,0,17,5,7.78022,0,0,8,6,11.05,0,72.935,178.465,0,0,0,0,0,4.25,2.05,3.4,0,20,0,0,1,1,14,2,Activo,1,100,0,High,0,No Employee info,8,1441
2,MX,Active,DEVELO,2,Consultant,8/28/2019,1/29/2021,Still Active,25/08/1996,24,1,S,0,23.6,6.7,14,33,7,37,15,S76,100,1,54,42.5,8,JIRA (ZEPHYR),1,0,17,2,13.78022,2,14.51355639,5,4,11.9,0,17.4,220.65,0,0,0,0,0,0,0,22.9,0,20,0,0,3.975264107,18.35995877,117.4011853,7.950528214,Activo,9,89.33,2,Medium,0,No Employee info,3,1441
2,MX,Active,DEVELO,5,Sr. Consultant,8/29/2019,1/29/2021,Still Active,30/04/1984,36,1,S,0,99.3,28.4,14,33,7,37,15,S76,100,1,54,42.5,8,JIRA (ZEPHYR),1,0,17,5,7.75824,6,77.33712801,5,4,12.75,0,0,259.05,0,0,0,0,0,0,0,0,0,20,0,0,9,43,288,18,Activo,2.799536202,94.69,0,High,2,TOP TALENT,3,1441
2,MX,Active,CONSUL,3,Experienced Consultant,09/02/2019,1/29/2021,Still Active,14/08/1989,31,1,S,0,70.9,20.22,14,33,7,994,6,Other,100,1,63,42.5,22,USER EXPERIENCE DESIGNER (UX),1,0,16,3,9.34066,6,64.23528958,16,7,13.6,0,78.7,160.5,3.25,0,0,0,0,1,10.7,0,0,20,0,0,3,6,41,6,Activo,4,98.25,0,High,0,No Employee info,2,1441
2,MX,Active,SYINCO,5,Sr. Consultant,09/05/2019,1/29/2021,Still Active,23/09/1981,39,2,M,0,197.8,56.5,14,33,7,33,9,S51,100,1,53,42.5,20,SAP,1,0,16,5,7.6044,0,0,4,3,10.2,0,4.25,244.8,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,Activo,0,91.78924766,2,Medium,0,No Employee info,8,1441
2,MX,Active,MNGSER,5,Sr. Consultant,09/09/2019,1/29/2021,Still Active,21/03/1979,41,2,M,0,99.1,28.3,14,33,7,35,7,S04,100,1,56,42.5,20,SAP,1,0,16,5,7.51648,0,0,8,5,11.05,2.825,0,250.365,0,0,0,0,0,0,0,0.275,0,20,0,0,5,20,102,10,Activo,0,91.78924766,2,Medium,1,RISING TALENT,4,1441
2,MX,Active,SYINCO,5,Sr. Consultant,09/11/2019,1/29/2021,Still Active,30/03/1982,38,2,M,0,128.7,36.8,15,33,7,39,17,T25,100,1,55,42.5,20,SAP,1,0,16,5,7.47253,0,0,2,2,11.05,0,0,255,0,0,0,0,0,0,0,0,0,20,0,0,2,5,23,4,Activo,6,93,0,High,2,TOP TALENT,8,1441
2,MX,Active,MNGSER,5,Sr. Consultant,9/18/2019,1/29/2021,Still Active,15/03/1979,41,1,S,1,77,22,14,33,7,35,7,S04,100,1,56,42.5,20,SAP,1,0,16,5,7.31868,0,0,4,3,12.75,0,0,245.4,0,0,0,0.25,0,0,0,0,0,20,0,0,3,5,47,6,Activo,0,91.78924766,0,High,2,TOP TALENT,4,1441
2,MX,Active,DEVELO,1,Analyst,9/18/2019,1/29/2021,Still Active,22/12/1994,25,1,S,0,26.5,7.5,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,16,1,7.31868,1,13.66366613,4,2,11.9,0,0,241.4,0,0,0,0,0,0,0,0,0,20,0,0,10,18.35995877,377,20,Activo,0,91.78924766,2,Medium,0,No Employee info,3,1441
2,MX,Active,CONSUL,5,Sr. Consultant,9/18/2019,1/29/2021,Still Active,11/06/1982,38,1,S,0,96.7,27.6,14,33,7,0,6,Other,100,1,59,42.5,13,Other,1,0,16,5,7.31868,0,0,5,4,10.2,17,10.2,220.15,0,0,0,0,0,0,0,0,0,20,0,0,2,3,21,4,Activo,0,91.78924766,2,Medium,0,No Employee info,2,1441
2,MX,Active,DEVELO,2,Consultant,9/20/2019,1/29/2021,Still Active,02/07/1990,30,1,S,1,39.4,11.2,14,33,7,36,11,S64,100,1,54,42.5,7,JAVA,1,0,16,2,8.54945,7,81.87661195,6,3,15.3,0,0,232.9,0,0,0,0,0,0,10.2,0,0,20,0,0,6,38,169,12,Activo,2,80,2,Medium,1,RISING TALENT,3,1441
2,MX,Active,DEVELO,5,Sr. Consultant,9/23/2019,1/29/2021,Still Active,28/06/1976,44,1,S,0,68.7,19.6,14,33,7,36,11,S64,100,1,54,42.5,13,Other,1,0,16,5,7.20879,1,13.87195355,16,6,11.9,0,8.2,227.6,0,0,0,0,0,0,6.3,1,0,20,0,0,4,8,40,8,Activo,2,98,0,High,2,TOP TALENT,3,1441
2,MX,Active,MNGSER,1,Analyst,9/23/2019,1/29/2021,Still Active,26/04/1989,31,3,C,0,15.8,4.5,14,33,7,0,7,S04,100,1,56,42.5,13,Other,1,0,16,1,7.20879,2,27.74390709,2,2,9.35,0,0,242.25,0,0,0,0,0,0,0,0,0,20,0,0,9,11,61,18,Activo,2,93,2,Medium,0,No Employee info,4,1441
